time input trueOutput measuredOutput
0.97 0.00821249960453253 -0.0255490839950641 -0.0254486164873035
0.98 0.00547950652412161 -0.0253971129553575 -0.02630631236184
0.99 0.00274110583232018 -0.0252279164260054 -0.0274602394743158
1 1.06870594095655e-17 -0.025041578728541 -0.0251397137604368
1.01 -0.00274110583232016 -0.0248382015319071 -0.025204162663694
1.02 -0.00547950652412159 -0.0246179037530545 -0.0242826232836169
1.03 -0.00821249960453251 -0.0243808214404729 -0.0226488748687985
1.04 -0.0109373879393409 -0.0241271076407725 -0.0231213717930786
1.05 -0.0136514823927399 -0.0238569322484456 -0.0215779096351657
1.06 -0.0163521044811809 -0.0235704818389596 -0.0248433606409646
1.07 -0.0190365890167123 -0.0232679594853444 -0.0247769269781086
1.08 -0.0217022867371995 -0.0229495845584573 -0.0231152529413875
1.09 -0.0243465669208259 -0.0226155925111217 -0.0202014288025151
1.1 -0.0269668199822982 -0.0222662346463548 -0.0199908814098538
1.11 -0.0295604600481915 -0.0219017778699109 -0.0221213615488926
1.12 -0.0321249275088948 -0.0215225044273877 -0.02256424570402
1.13 -0.0346576915446364 -0.0211287116261536 -0.0237827401401834
1.14 -0.0371562526230972 -0.0207207115423722 -0.0195481267440275
1.15 -0.0396181449661478 -0.0202988307134121 -0.0202589599057361
1.16 -0.0420409389832733 -0.0198634098159475 -0.0219190386882016
1.17 -0.0444222436692865 -0.0194148033300671 -0.019998752386949
1.18 -0.0467597089639605 -0.0189533791897226 -0.0221463808805194
1.19 -0.0490510280712552 -0.0184795184198634 -0.0177290449982495
1.2 -0.051293939735846 -0.0179936147606153 -0.0182972906400471
1.21 -0.0534862304747099 -0.0174960742788743 -0.0146490191673944
1.22 -0.0556257367615661 -0.0169873149677007 -0.0193599644594841
1.23 -0.0577103471620152 -0.0164677663339064 -0.0147739126326096
1.24 -0.0597380044172701 -0.0159378689742468 -0.0156871702112524
1.25 -0.0617067074744217 -0.015398074140632 -0.0152539036766637
1.26 -0.0636145134612372 -0.0148488432947895 -0.0135980286263298
1.27 -0.0654595396035398 -0.0142906476528174 -0.0122076253566766
1.28 -0.0672399650832797 -0.0137239677200779 -0.0155933234175626
1.29 -0.0689540328354617 -0.0131492928168905 -0.0108473742104574
1.3 -0.0706000512821564 -0.0125671205954938 -0.0146789744728259
1.31 -0.0721763960018831 -0.0119779565487528 -0.0138526407068208
1.32 -0.0736815113327178 -0.0113823135110962 -0.0125561522956603
1.33 -0.0751139119075438 -0.0107807111521786 -0.00949534216368736
1.34 -0.0764721841199295 -0.0101736754637652 -0.0120411091593937
1.35 -0.0777549875191876 -0.00956173824034785 -0.00897755015115411
1.36 -0.0789610561332376 -0.0089454365540039 -0.00822656581211775
1.37 -0.0800891997179679 -0.00832531222401776 -0.00805632175239113
1.38 -0.0811383049318629 -0.00770191128178803 -0.0067340028208451
1.39 -0.0821073364347364 -0.00707578343154919 -0.00912278531968715
1.4 -0.0829953379094877 -0.0064474815074402 -0.00468891099051035
1.41 -0.0838014330058708 -0.00581756092745625 -0.00561943066188531
1.42 -0.0845248262053468 -0.00518657914482305 -0.00391240001042868
1.43 -0.0851648036061641 -0.00455509509733529 -0.00627164697755585
1.44 -0.0857207336278934 -0.00392366865520316 -0.00383285645723634
1.45 -0.0861920676347216 -0.00329286006795224 -0.0017611602114308
1.46 -0.0865783404768888 -0.00266322941092296 -0.000893219386518678
1.47 -0.0868791709497349 -0.00203533603191616 -0.00218255178062159
1.48 -0.0870942621699032 -0.00140973799853135 -0.00464476087822355
1.49 -0.0872234018683274 -0.000786991546743289 -0.00270130481585396
1.5 -0.0872664625997165 -0.000167650531261598 0.000213926662352201
1.51 -0.0872234018683274 0.000447734121783973 0.00183395463832127
1.52 -0.0870942621699032 0.00105861495929201 0.00186691916401227
1.53 -0.0868791709497349 0.00166444854223404 0.000595207440312179
1.54 -0.0865783404768888 0.00226469598276095 0.00618191262544031
1.55 -0.0861920676347216 0.00285882347684081 0.00298509387402223
1.56 -0.0857207336278934 0.00344630283190215 0.00495691042579156
1.57 -0.0851648036061641 0.00402661198896158 0.00330108478586143
1.58 -0.0845248262053468 0.00459923553872013 0.00265330144828391
1.59 -0.0838014330058708 0.00516366523111871 0.00635965633859019
1.6 -0.0829953379094877 0.00571940047784938 0.00753048189448767
1.61 -0.0821073364347364 0.00626594884732634 0.00944630793121837
1.62 -0.0811383049318629 0.00680282655162765 0.00587956746069239
1.63 -0.0800891997179679 0.00732955892492691 0.00448822096455607
1.64 -0.0789610561332376 0.00784568089294242 0.0106684061363236
1.65 -0.0777549875191876 0.00835073743294016 0.00881174301513132
1.66 -0.0764721841199295 0.00884428402383633 0.00687704281473155
1.67 -0.0751139119075438 0.00932588708595497 0.00834994110217174
1.68 -0.0736815113327178 0.00979512441000623 0.00838342329796764
1.69 -0.0721763960018831 0.0102515855748618 0.0122779203162043
1.7 -0.0706000512821564 0.0106948723537148 0.0117282910002163
1.71 -0.0689540328354617 0.0111245991082231 0.0115482737079012
1.72 -0.0672399650832797 0.0115403931702462 0.0119601055587031
1.73 -0.0654595396035398 0.0119418952108 0.0105081065341673
1.74 -0.0636145134612373 0.0123287595958635 0.0140620672402537
1.75 -0.0617067074744218 0.0127006547286868 0.0133052275741248
1.76 -0.0597380044172701 0.0130572633782624 0.0126014993942731
1.77 -0.0577103471620152 0.0133982829936349 0.013075898157164
1.78 -0.0556257367615661 0.0137234260037387 0.0135458649330223
1.79 -0.0534862304747099 0.0140324201024683 0.0124842377557642
1.8 -0.051293939735846 0.0143250085186979 0.0156189556533836
1.81 -0.0490510280712553 0.0146009502709856 0.017030811392903
1.82 -0.0467597089639605 0.0148600204067086 0.0191777909482742
1.83 -0.0444222436692865 0.0151020102253949 0.0159815152203061
1.84 -0.0420409389832733 0.0153267274860293 0.0138912281162323
1.85 -0.0396181449661478 0.0155339965981299 0.0158847761360895
1.86 -0.0371562526230972 0.0157236587964054 0.013966020561849
1.87 -0.0346576915446363 0.015895572298822 0.0148253860382544
1.88 -0.0321249275088948 0.0160496124479213 0.0148995043658782
1.89 -0.0295604600481915 0.0161856718352521 0.0147314123163259
1.9 -0.0269668199822982 0.0163036604087912 0.0169637077981469
1.91 -0.0243465669208259 0.0164035055632471 0.0144568655044388
1.92 -0.0217022867371996 0.0164851522131589 0.0176497080625025
1.93 -0.0190365890167124 0.0165485628487152 0.0179366804560243
1.94 -0.0163521044811809 0.0165937175742402 0.0184044824563389
1.95 -0.01365148239274 0.0166206141293076 0.0165849549712051
1.96 -0.0109373879393409 0.0166292678924615 0.0177095448188412
1.97 -0.00821249960453258 0.0166197118675394 0.0197666513559964
1.98 -0.00547950652412158 0.0165919966526126 0.0166844874289716
1.99 -0.00274110583232019 0.0165461903915726 0.0162357136193811
2 -2.1374118819131e-17 0.0164823787084117 0.0195759443724423
2.01 0.00274110583232023 0.0164006646242623 0.0120219762908432
2.02 0.00547950652412154 0.0163011684572772 0.0155042699959254
2.03 0.00821249960453254 0.0161840277054479 0.0204258367140547
2.04 0.0109373879393409 0.0160493969124785 0.0152265543053872
2.05 0.0136514823927399 0.0158974475168448 0.0149194898105178
2.06 0.0163521044811808 0.0157283676841902 0.0135877783001439
2.07 0.0190365890167122 0.0155423621232205 0.016926321588188
2.08 0.0217022867371995 0.015339651885282 0.0116571111296186
2.09 0.0243465669208259 0.0151204741478181 0.0137252664504982
2.1 0.0269668199822981 0.0148850819819194 0.0158746401967086
2.11 0.0295604600481914 0.014633744104196 0.0146312257706035
2.12 0.0321249275088948 0.0143667446132162 0.0154556985842714
2.13 0.0346576915446363 0.0140843827107725 0.0143050635918238
2.14 0.0371562526230972 0.0137869724082486 0.014975310886185
2.15 0.0396181449661477 0.0134748422183779 0.0112278775644337
2.16 0.0420409389832734 0.0131483348326973 0.0135289647052256
2.17 0.0444222436692865 0.012807806785014 0.0100736314460815
2.18 0.0467597089639606 0.0124536281012171 0.0138207129676653
2.19 0.0490510280712553 0.0120861819357808 0.0115441351892999
2.2 0.0512939397358461 0.011705864195316 0.0128496210603801
2.21 0.0534862304747099 0.0113130831495422 0.0103750256447166
2.22 0.0556257367615661 0.0109082590300637 0.0114818499752365
2.23 0.0577103471620152 0.0104918236173462 0.0123315262627885
2.24 0.0597380044172701 0.0100642198163002 0.00660899268442714
2.25 0.0617067074744217 0.00962590122089027 0.00636669399750166
2.26 0.0636145134612373 0.00917733166820036 0.00597926771550212
2.27 0.0654595396035398 0.00871898478239405 0.0102000574239599
2.28 0.0672399650832797 0.00825134350902026 0.00895852868654135
2.29 0.0689540328354617 0.00777489964012356 0.00654888257127538
2.3 0.0706000512821564 0.00729015333062766 0.00990648220166146
2.31 0.0721763960018831 0.00679761260646914 0.00703811001640298
2.32 0.0736815113327178 0.00629779286496663 0.00352826705802454
2.33 0.0751139119075438 0.00579121636791841 0.00401247188883345
2.34 0.0764721841199295 0.00527841172792849 0.0028607227588664
2.35 0.0777549875191876 0.00475991338846787 0.00642650460761538
2.36 0.0789610561332376 0.00423626109818404 0.00318710822081773
2.37 0.0800891997179679 0.0037079993799773 0.00166266407935939
2.38 0.0811383049318629 0.00317567699536762 0.00216842949476425
2.39 0.0821073364347364 0.00263984640468061 0.00117999974309172
2.4 0.0829953379094877 0.00210106322358515 0.00358977589550615
2.41 0.0838014330058709 0.00155988567651874 0.0023929857455519
2.42 0.0845248262053468 0.00101687404753994 0.00154452211780987
2.43 0.0851648036061641 0.000472590129149678 0.00119825647691786
2.44 0.0857207336278934 -7.24033303748466e-05 2.6018963100947e-06
2.45 0.0861920676347216 -0.000617543180588346 -0.00227360447885644
2.46 0.0865783404768888 -0.00116226642288153 -0.000216981498131018
2.47 0.0868791709497349 -0.00170601076433449 -0.00313914993391574
2.48 0.0870942621699032 -0.00224821517087299 -0.00411904240729159
2.49 0.0872234018683274 -0.00278832041918185 -0.00466296397147529
2.5 0.0872664625997165 -0.0033257696468309 -0.00180811369607327
2.51 0.0872234018683274 -0.00386000890007077 -0.00214775116858942
2.52 0.0870942621699032 -0.00439048767875805 -0.00746021704466609
2.53 0.0868791709497349 -0.00491665947787208 -0.00517513568471595
2.54 0.0865783404768888 -0.00543798232508928 -0.00499826102569084
2.55 0.0861920676347216 -0.0059539193138844 -0.00701924145642278
2.56 0.0857207336278934 -0.0064639391316329 -0.00513577880868166
2.57 0.0851648036061641 -0.00696751658219337 -0.0065234533293454
2.58 0.0845248262053468 -0.00746413310245431 -0.00773087818950297
2.59 0.0838014330058708 -0.00795327727233574 -0.00892614277821808
2.6 0.0829953379094877 -0.00843444531774236 -0.00725282659712985
2.61 0.0821073364347364 -0.00890714160597211 -0.00742483793955958
2.62 0.0811383049318629 -0.00937087913309129 -0.008551783579146
2.63 0.080089199717968 -0.00982518000279537 -0.0102436780257335
2.64 0.0789610561332376 -0.0102695758962831 -0.00866215304308739
2.65 0.0777549875191876 -0.0107036085326802 -0.012286415130503
2.66 0.0764721841199295 -0.0111268301195585 -0.0108747337042501
2.67 0.0751139119075438 -0.0115388037931061 -0.00910161026847145
2.68 0.0736815113327178 -0.0119391040475139 -0.0122701908417193
2.69 0.0721763960018831 -0.0123273171531551 -0.0138000886172964
2.7 0.0706000512821564 -0.0127030415631455 -0.00931110228530814
2.71 0.0689540328354617 -0.0130658883078825 -0.0134968476955953
2.72 0.0672399650832796 -0.0134154813771745 -0.0126447105462007
2.73 0.0654595396035399 -0.0137514580895834 -0.0151540247202317
2.74 0.0636145134612372 -0.0140734694486149 -0.0135714962925663
2.75 0.0617067074744218 -0.0143811804854074 -0.0135660801451681
2.76 0.05973800441727 -0.0146742705875785 -0.0146663090769739
2.77 0.0577103471620152 -0.0149524338139072 -0.0143832987722436
2.78 0.0556257367615661 -0.0152153791945397 -0.01311297876161
2.79 0.0534862304747099 -0.0154628310164241 -0.0179134754513257
2.8 0.051293939735846 -0.0156945290936901 -0.0153357530072117
2.81 0.0490510280712553 -0.0159102290227099 -0.0193855212804362
2.82 0.0467597089639606 -0.0161097024215862 -0.0160601194782007
2.83 0.0444222436692866 -0.0162927371538326 -0.0129233521395114
2.84 0.0420409389832734 -0.0164591375360246 -0.0148165439692301
2.85 0.0396181449661477 -0.0166087245292174 -0.0166208099766286
2.86 0.0371562526230973 -0.0167413359139414 -0.0173316789551685
2.87 0.0346576915446364 -0.0168568264486015 -0.0159348287235147
2.88 0.0321249275088948 -0.0169550680111265 -0.0151104302327036
2.89 0.0295604600481915 -0.0170359497237264 -0.0170102224943777
2.9 0.0269668199822982 -0.0170993780606361 -0.0142810879865067
2.91 0.024346566920826 -0.0171452769387385 -0.0185692124690508
2.92 0.0217022867371996 -0.0171735877909782 -0.0206603352291737
2.93 0.0190365890167122 -0.0171842696224926 -0.0184901099735151
2.94 0.0163521044811809 -0.0171772990494063 -0.0175251501866667
2.95 0.0136514823927399 -0.0171526703202495 -0.017803259388307
2.96 0.0109373879393409 -0.0171103953199795 -0.0185893369931114
2.97 0.00821249960453251 -0.0170505035566022 -0.0147165828830509
2.98 0.00547950652412159 -0.0169730421304059 -0.0197940479212056
2.99 0.0027411058323202 -0.0168780756858386 -0.0177364593209181
3 3.20611782286965e-17 -0.0167656863460751 -0.0184574367249771
3.01 -0.00274110583232029 -0.016635973630341 -0.0174634480526388
3.02 -0.00547950652412153 -0.016489054354072 -0.0176517295648037
3.03 -0.0082124996045326 -0.0163250625120101 -0.015490141184156
3.04 -0.0109373879393408 -0.0161441491443503 -0.017961138356923
3.05 -0.01365148239274 -0.01594648218607 -0.0173788025029097
3.06 -0.0163521044811809 -0.0157322462995916 -0.0155557418399742
3.07 -0.0190365890167123 -0.0155016426909407 -0.0136097362607
3.08 -0.0217022867371995 -0.0152548889095846 -0.0184916495456093
3.09 -0.0243465669208259 -0.0149922186321452 -0.0118510574487509
3.1 -0.0269668199822981 -0.0147138814302032 -0.0162469337999296
3.11 -0.0295604600481914 -0.0144201425224206 -0.0132896356475027
3.12 -0.0321249275088947 -0.0141112825112263 -0.0122794459585657
3.13 -0.0346576915446363 -0.0137875971043265 -0.0114783635305977
3.14 -0.0371562526230972 -0.013449396821312 -0.0143523585578215
3.15 -0.0396181449661476 -0.0130970066856549 -0.0130545690926634
3.16 -0.0420409389832734 -0.0127307659023963 -0.0130141495563641
3.17 -0.0444222436692865 -0.0123510275218445 -0.0134081055321526
3.18 -0.0467597089639605 -0.0119581580896158 -0.0114839350904384
3.19 -0.0490510280712552 -0.0115525372833619 -0.0109265864450507
3.2 -0.051293939735846 -0.0111345575365439 -0.011749463426253
3.21 -0.0534862304747099 -0.0107046236496235 -0.0104736119951447
3.22 -0.0556257367615662 -0.0102631523890558 -0.00559687190571069
3.23 -0.0577103471620151 -0.00981057207447827 -0.00982377736727443
3.24 -0.0597380044172701 -0.00934732215450458 -0.00810760966137198
3.25 -0.0617067074744218 -0.00887385277154147 -0.00968113625165764
3.26 -0.0636145134612373 -0.00839062431605802 -0.00931194505745675
3.27 -0.0654595396035398 -0.00789810697074751 -0.00850161925357725
3.28 -0.0672399650832797 -0.00739678024503158 -0.00641144104809219
3.29 -0.0689540328354617 -0.00688713250036631 -0.00828608221501162
3.3 -0.0706000512821564 -0.00636966046681847 -0.00960366269336143
3.31 -0.072176396001883 -0.00584486875138932 -0.00575198927945363
3.32 -0.0736815113327178 -0.005313269338571 -0.00607495758291235
3.33 -0.0751139119075438 -0.00477538108362855 -0.00428667585150542
3.34 -0.0764721841199295 -0.0042317291991077 -0.00408406406931986
3.35 -0.0777549875191876 -0.00368284473507506 -0.00241029191222419
3.36 -0.0789610561332375 -0.00312926405360385 -0.00155715332694874
3.37 -0.0800891997179679 -0.0025715282980237 -0.00488520359103402
3.38 -0.0811383049318629 -0.00201018285745839 -0.00467107488378453
3.39 -0.0821073364347364 -0.00144577682718006 -0.000568865233808439
3.4 -0.0829953379094876 -0.000878862465312247 -0.00034410854756593
3.41 -0.0838014330058708 -0.000309994646418284 -0.00194913887885555
3.42 -0.0845248262053468 0.00026026968748597 0.00241994381522449
3.43 -0.0851648036061641 0.000831372077953085 0.00088898873809032
3.44 -0.0857207336278934 0.00140275310261496 0.00161842050302621
3.45 -0.0861920676347216 0.00197385292863833 0.00245196734104146
3.46 -0.0865783404768888 0.00254411186657876 0.003860379512628
3.47 -0.0868791709497349 0.00311297092408637 0.00577372101543595
3.48 -0.0870942621699032 0.00367987235891698 0.00322263839773858
3.49 -0.0872234018683274 0.00424426023070277 0.0012236476786425
3.5 -0.0872664625997165 0.00480558095093806 0.00657440983956271
3.51 -0.0872234018683274 0.0053632838306372 0.00374407887988778
3.52 -0.0870942621699032 0.00591682162512431 0.00808745320879901
3.53 -0.0868791709497349 0.00646565107541707 0.00543679920780038
3.54 -0.0865783404768888 0.0070092334456703 0.00961236014620849
3.55 -0.0861920676347216 0.00754703505614892 0.00614033791097746
3.56 -0.0857207336278934 0.00807852781120433 0.00613667613869299
3.57 -0.0851648036061641 0.00860318972173306 0.0102733643423277
3.58 -0.0845248262053468 0.00912050542160218 0.00674153161145258
3.59 -0.0838014330058709 0.00962996667753173 0.0108178115214417
3.6 -0.0829953379094877 0.010131072891931 0.0108952192676091
3.61 -0.0821073364347364 0.0106233315981924 0.0103732825581242
3.62 -0.0811383049318629 0.011106258947954 0.0105101722771678
3.63 -0.080089199717968 0.0115793801898504 0.0151709372845477
3.64 -0.0789610561332376 0.0120422301392784 0.011388543186053
3.65 -0.0777549875191876 0.0124943536387148 0.0121623864343775
3.66 -0.0764721841199295 0.0129353060081319 0.0112969088720961
3.67 -0.0751139119075438 0.0133646534850658 0.0119448938251114
3.68 -0.0736815113327178 0.0137819736539034 0.0127633667748481
3.69 -0.0721763960018831 0.0141868558639645 0.0171705405001662
3.7 -0.0706000512821564 0.0145789016359664 0.0138974905074523
3.71 -0.0689540328354617 0.0149577250564697 0.0137533337921494
3.72 -0.0672399650832796 0.0153229531599164 0.0145406604574901
3.73 -0.0654595396035399 0.0156742262978824 0.0169210482386442
3.74 -0.0636145134612372 0.0160111984951817 0.0137148142597902
3.75 -0.0617067074744218 0.0163335377924684 0.0174280723299032
3.76 -0.05973800441727 0.0166409265750007 0.0143173787420287
3.77 -0.0577103471620152 0.0169330618872414 0.0167046887804059
3.78 -0.0556257367615661 0.0172096557329841 0.0140211204058736
3.79 -0.0534862304747099 0.0174704353607097 0.0184057965158674
3.8 -0.051293939735846 0.0177151435338913 0.0189244205894176
3.81 -0.0490510280712553 0.0179435387859802 0.0167435380862362
3.82 -0.0467597089639605 0.0181553956598222 0.0187096699172619
3.83 -0.0444222436692866 0.0183505049312678 0.0186347184309499
3.84 -0.0420409389832734 0.0185286738167547 0.0205517127136528
3.85 -0.0396181449661477 0.0186897261646587 0.0189138055990511
3.86 -0.0371562526230973 0.0188335026302246 0.0206476993164995
3.87 -0.0346576915446364 0.0189598608339024 0.0187560567451948
3.88 -0.0321249275088948 0.019068675502935 0.0179371839417526
3.89 -0.0295604600481915 0.0191598385960564 0.01909354888814
3.9 -0.0269668199822982 0.0192332594111768 0.0188853719743254
3.91 -0.024346566920826 0.01928886467595 0.0208276688941811
3.92 -0.0217022867371996 0.0193265986211322 0.0192286087318523
3.93 -0.0190365890167122 0.0193464230366607 0.0178781842300043
3.94 -0.0163521044811809 0.0193483173103964 0.0190780638302938
3.95 -0.0136514823927399 0.0193322784494929 0.0214067674966188
3.96 -0.0109373879393409 0.0192983210843702 0.0185741712730545
3.97 -0.00821249960453252 0.0192464774552893 0.0180969743538243
3.98 -0.0054795065241216 0.0191767973815416 0.0208941850782637
3.99 -0.00274110583232021 0.0190893482132826 0.0192660235206418
4 -4.2748237638262e-17 0.0189842147660577 0.0183511736813521
4.01 0.00274110583232013 0.0188614992380855 0.0175720014110135
4.02 0.00547950652412167 0.0187213211103787 0.0161385088634626
4.03 0.00821249960453259 0.0185638170298034 0.0188315012305871
4.04 0.0109373879393408 0.0183891406751892 0.017835840808157
4.05 0.0136514823927398 0.0181974626066258 0.0187540799615397
4.06 0.0163521044811809 0.0179889700980912 0.015446816731255
4.07 0.0190365890167123 0.01776386695358 0.0200709033760149
4.08 0.0217022867371995 0.017522373306911 0.0183727045908058
4.09 0.0243465669208259 0.0172647254054123 0.0145304467858346
4.1 0.026966819982298 0.0169911753776978 0.0188360924692057
4.11 0.0295604600481916 0.0167019909857643 0.015676474269572
4.12 0.0321249275088947 0.0163974553616528 0.0169249315920153
4.13 0.0346576915446363 0.0160778667289357 0.0164609008551593
4.14 0.0371562526230971 0.0157435381093023 0.0142107880376992
4.15 0.0396181449661478 0.0153947970145355 0.0104007123130305
4.16 0.0420409389832734 0.0150319851241799 0.0159667054493707
4.17 0.0444222436692865 0.0146554579492231 0.0140584902269776
4.18 0.0467597089639604 0.0142655844821187 0.0132221239343841
4.19 0.0490510280712554 0.0138627468334995 0.0145938874375202
4.2 0.051293939735846 0.0134473398559373 0.0122436199194344
4.21 0.0534862304747098 0.0130197707551209 0.0141912201131625
4.22 0.055625736761566 0.0125804586888376 0.0128438244407331
4.23 0.0577103471620153 0.012129834354152 0.0103996565063949
4.24 0.0597380044172701 0.0116683395631903 0.0131288833499403
4.25 0.0617067074744218 0.0111964268079494 0.0120246011940347
4.26 0.0636145134612372 0.0107145588145592 0.0129000005092376
4.27 0.0654595396035399 0.0102232080874388 0.00866528765552137
4.28 0.0672399650832797 0.00972285644379622 0.00816030814272292
4.29 0.0689540328354617 0.00921399453893085 0.00976085144565042
